City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Navoi,UZ,2022-02-10 02:12:44,40.0844,65.3792,36.88,70,2,16.11
290,Veszprem,HU,2022-02-10 02:07:51,47.0933,17.9115,40.06,60,1,2.04
291,Hualmay,PE,2022-02-10 02:12:45,-11.0964,-77.6139,70.03,82,48,6.71
292,Irbil,IQ,2022-02-10 02:12:45,36.1926,44.0106,51.8,65,100,6.6
293,Mackay,AU,2022-02-10 02:08:06,-21.15,149.2,91.69,61,0,8.43
294,Mehamn,NO,2022-02-10 02:12:45,71.0357,27.8492,17.31,90,45,9.19
295,Pemangkat,ID,2022-02-10 02:12:46,1.1667,108.9667,74.91,92,100,3.0
296,Shahr-E Babak,IR,2022-02-10 02:12:46,30.1165,55.1186,40.33,41,0,7.2
297,Kungurtug,RU,2022-02-10 02:12:46,50.5994,97.5228,-15.75,97,100,1.34
298,Kankakee,US,2022-02-10 02:12:47,41.15,-87.8667,37.11,85,100,14.97
299,San Patricio,US,2022-02-10 02:12:47,28.017,-97.5169,59.09,54,4,8.7
300,Beringovskiy,RU,2022-02-10 02:10:22,63.05,179.3167,-16.42,86,2,10.0
301,Lander,US,2022-02-10 02:12:48,42.833,-108.7307,42.8,48,0,0.0
302,Aswan,EG,2022-02-10 02:09:58,24.0934,32.907,54.03,43,0,15.37
303,Porangatu,BR,2022-02-10 02:12:48,-13.4408,-49.1486,71.91,94,100,3.24
304,Sri Aman,MY,2022-02-10 02:12:48,1.2376,111.4621,76.12,94,100,0.96
305,Kaitangata,NZ,2022-02-10 02:12:49,-46.2817,169.8464,68.94,84,84,3.04
306,Skoghall,SE,2022-02-10 02:12:49,59.3232,13.4655,36.16,75,42,12.66
307,Tessalit,ML,2022-02-10 02:12:49,20.1986,1.0114,62.94,10,0,8.57
308,Ribeira Grande,PT,2022-02-10 02:09:42,38.5167,-28.7,59.34,71,2,15.61
309,Jalu,LY,2022-02-10 02:12:50,29.0331,21.5482,48.69,61,5,9.93
310,San Antonio,US,2022-02-10 02:08:22,29.4241,-98.4936,62.58,35,0,5.75
311,Nantucket,US,2022-02-10 02:12:50,41.2835,-70.0995,37.51,86,0,4.61
312,Kyren,RU,2022-02-10 02:12:50,51.6828,102.1408,-7.01,96,96,0.58
313,Bandarbeyla,SO,2022-02-10 02:09:58,9.4942,50.8122,72.54,70,100,14.36
314,Kipushi,CD,2022-02-10 02:12:51,-11.7667,27.2333,62.35,99,100,2.46
315,Asilah,MA,2022-02-10 02:12:51,35.465,-6.0348,57.16,84,0,10.69
316,Chichigalpa,NI,2022-02-10 02:12:52,12.5776,-87.027,75.79,73,64,2.82
317,Fussen,DE,2022-02-10 02:12:52,47.8739,12.1695,35.02,72,53,5.53
318,Codrington,AU,2022-02-10 02:12:52,-38.2667,141.9667,65.77,57,96,14.72
319,Mezen,RU,2022-02-10 02:12:53,65.8522,44.24,18.0,93,100,10.38
320,Saint-Philippe,RE,2022-02-10 02:12:53,-21.3585,55.7679,72.99,79,51,2.59
321,Oga,IT,2022-02-10 02:12:53,46.4631,10.347,28.42,39,26,3.22
322,Bosaso,SO,2022-02-10 02:12:54,11.2842,49.1816,70.34,67,64,3.13
323,Pasaje,EC,2022-02-10 02:13:54,-3.3333,-79.8167,75.27,90,100,1.99
324,Tianmen,CN,2022-02-10 02:13:54,30.6516,113.1603,41.67,75,13,3.44
325,Pala,TD,2022-02-10 02:13:55,9.3642,14.9046,67.06,12,11,6.49
326,Faya,SA,2022-02-10 02:13:55,18.3851,42.4509,54.12,79,5,3.02
327,Casino,AU,2022-02-10 02:13:55,-28.8667,153.05,82.56,41,0,3.8
328,Kindu,CD,2022-02-10 02:13:55,-2.95,25.95,69.48,98,95,0.85
329,May Pen,JM,2022-02-10 02:13:56,17.9645,-77.2451,79.81,92,7,2.26
330,Tarakan,ID,2022-02-10 02:13:56,3.3,117.6333,78.3,89,75,0.0
331,Kendari,ID,2022-02-10 02:13:56,-3.945,122.4989,76.75,91,100,1.74
332,Kallithea,GR,2022-02-10 02:13:57,37.95,23.7,48.47,72,0,6.91
333,Whitianga,NZ,2022-02-10 02:13:57,-36.8333,175.7,76.84,75,75,6.78
334,Sydney,AU,2022-02-10 02:10:02,-33.8679,151.2073,97.32,49,0,9.22
335,Northam,GB,2022-02-10 02:13:58,51.0333,-4.2167,45.39,90,100,11.63
336,Wawa,NG,2022-02-10 02:13:58,9.9022,4.4192,76.82,22,3,5.66
337,Atikokan,CA,2022-02-10 02:13:58,48.7555,-91.6216,10.08,89,100,10.87
338,Rovnoye,RU,2022-02-10 02:13:59,50.7765,46.0509,30.34,98,100,4.76
339,Puri,IN,2022-02-10 02:13:59,19.8,85.85,64.92,61,5,7.11
340,Honningsvag,NO,2022-02-10 02:13:59,70.9821,25.9704,27.75,77,99,24.74
341,Saint-Leu,RE,2022-02-10 02:14:00,-21.15,55.2833,72.46,79,41,1.57
342,Micheweni,TZ,2022-02-10 02:14:00,-4.9667,39.8333,80.74,74,72,13.04
343,Bhimunipatnam,IN,2022-02-10 02:14:00,17.8833,83.4333,63.91,72,60,2.84
344,Ola,RU,2022-02-10 02:14:01,59.5833,151.2833,5.05,70,95,4.0
345,Hobyo,SO,2022-02-10 02:14:01,5.3505,48.5268,75.83,72,100,20.58
346,Yulara,AU,2022-02-10 02:14:01,-25.2406,130.9889,91.24,25,40,13.8
347,Umm Lajj,SA,2022-02-10 02:14:02,25.0213,37.2685,67.28,58,0,13.11
348,Kattivakkam,IN,2022-02-10 02:14:02,13.2167,80.3167,75.29,82,91,6.26
349,Nome,US,2022-02-10 02:09:35,64.5011,-165.4064,-11.13,70,75,4.61
350,Darnah,LY,2022-02-10 02:14:03,32.767,22.6367,54.05,60,8,20.74
351,Sinnamary,GF,2022-02-10 02:14:03,5.3833,-52.95,76.12,87,37,8.14
352,Ninh Binh,VN,2022-02-10 02:14:03,20.2539,105.975,62.28,89,100,4.61
353,Tayu,ID,2022-02-10 02:14:04,-6.5397,111.0518,81.99,76,100,7.58
354,Caravelas,BR,2022-02-10 02:12:49,-17.7125,-39.2481,76.5,89,80,5.46
355,Morondava,MG,2022-02-10 02:14:04,-20.2833,44.2833,76.6,83,59,6.62
356,Ambovombe,MG,2022-02-10 02:14:04,-25.1667,46.0833,74.26,90,60,5.77
357,Qiyang,CN,2022-02-10 02:14:05,26.5911,111.8474,39.15,90,100,5.61
358,Iizuka,JP,2022-02-10 02:09:12,33.6333,130.6833,49.08,37,100,2.24
359,Marawi,PH,2022-02-10 02:14:05,7.9986,124.2928,69.66,84,100,4.29
360,Saint-Francois,FR,2022-02-10 02:14:06,46.4154,3.9054,35.42,91,0,3.44
361,Borisoglebskiy,RU,2022-02-10 02:14:06,57.2586,39.1508,28.04,94,99,4.97
362,Coquimbo,CL,2022-02-10 02:14:06,-29.9533,-71.3436,64.13,88,100,6.91
363,Poum,NC,2022-02-10 02:14:07,-20.2333,164.0167,81.21,86,95,29.51
364,Yamada,JP,2022-02-10 02:14:07,39.4667,141.95,34.79,81,100,3.78
365,Salalah,OM,2022-02-10 02:14:07,17.0151,54.0924,69.89,23,0,12.66
366,Bereda,ES,2022-02-10 02:14:08,43.2686,-7.5406,45.41,97,44,2.15
367,Kulu,TR,2022-02-10 02:14:08,39.0951,33.0799,22.87,83,55,11.27
368,Lagoa,PT,2022-02-10 02:14:08,39.05,-27.9833,58.59,68,1,15.59
369,Usinsk,RU,2022-02-10 02:14:09,65.9939,57.5281,16.97,74,98,25.79
370,Leh,IN,2022-02-10 02:15:09,34.1667,77.5833,-9.4,91,98,3.13
371,Dukat,RU,2022-02-10 02:13:18,62.55,155.55,-10.01,76,58,3.27
372,Kirakira,SB,2022-02-10 02:15:09,-10.4544,161.9205,83.17,79,100,11.25
373,West Bay,KY,2022-02-10 02:15:10,19.3667,-81.4167,78.01,85,20,2.3
374,Soroti,UG,2022-02-10 02:15:10,1.7146,33.6111,67.14,67,94,3.85
375,Grand Baie,MU,2022-02-10 02:14:08,-20.0182,57.5802,73.87,78,93,1.99
376,Atasu,KZ,2022-02-10 02:11:03,48.6814,71.6433,4.01,98,93,3.31
377,Kumylzhenskaya,RU,2022-02-10 02:15:11,49.8809,42.5898,17.87,94,37,8.28
378,Moranbah,AU,2022-02-10 02:15:11,-22.0016,148.0466,89.46,37,0,4.68
379,Melita,CA,2022-02-10 02:15:12,49.2681,-100.9967,3.88,98,10,1.74
380,Avera,US,2022-02-10 02:13:20,33.194,-82.5271,52.54,55,0,6.71
381,Taiobeiras,BR,2022-02-10 02:15:12,-15.8078,-42.2331,66.42,92,100,1.86
382,Clyde River,CA,2022-02-10 02:12:54,70.4692,-68.5914,-15.3,90,100,14.67
383,Kamaishi,JP,2022-02-10 02:15:13,39.2667,141.8833,29.35,89,100,5.44
384,Neustadt,DE,2022-02-10 02:15:13,49.7117,12.0872,39.29,92,0,0.0
385,Biltine,TD,2022-02-10 02:15:13,14.5333,20.9167,62.58,15,0,12.06
386,Le Port,RE,2022-02-10 02:15:14,-20.9373,55.2919,75.2,81,51,4.43
387,Nabire,ID,2022-02-10 02:15:14,-3.3667,135.4833,79.16,89,100,4.07
388,Kavieng,PG,2022-02-10 02:13:01,-2.5744,150.7967,84.38,71,30,5.53
389,Richards Bay,ZA,2022-02-10 02:15:14,-28.783,32.0377,69.39,92,2,3.29
390,Durango,MX,2022-02-10 02:13:05,24.8333,-104.8333,50.5,28,100,0.98
391,Tahe,CN,2022-02-10 02:15:15,52.3333,124.7333,4.69,84,95,2.59
392,Giovinazzo,IT,2022-02-10 02:15:15,41.1864,16.6674,49.21,80,0,8.05
393,Ajdabiya,LY,2022-02-10 02:15:16,30.7554,20.2263,48.36,67,0,7.27
394,Almeirim,BR,2022-02-10 02:15:16,-1.5233,-52.5817,73.67,95,90,3.44
395,Kimbe,PG,2022-02-10 02:15:16,-5.5502,150.1429,87.62,63,49,6.76
396,La Reforma,MX,2022-02-10 02:15:17,25.0833,-108.05,66.74,74,100,4.97
397,Hazorasp,UZ,2022-02-10 02:15:17,41.3194,61.0742,30.04,64,10,10.8
398,Neuquen,AR,2022-02-10 02:15:17,-38.9516,-68.0591,82.29,26,20,8.05
399,Koslan,RU,2022-02-10 02:15:18,63.4564,48.8989,18.7,93,100,10.07
400,Yudong,CN,2022-02-10 02:15:18,29.385,106.5194,49.37,82,100,2.73
401,Mufulira,ZM,2022-02-10 02:15:18,-12.5498,28.2407,62.53,97,100,3.87
402,Vao,NC,2022-02-10 02:15:19,-22.6667,167.4833,81.05,86,100,30.62
403,Lubango,AO,2022-02-10 02:15:19,-14.9172,13.4925,57.65,74,100,2.62
404,Port Shepstone,ZA,2022-02-10 02:15:19,-30.7414,30.455,74.86,80,99,7.38
405,Sambava,MG,2022-02-10 02:10:40,-14.2667,50.1667,75.38,91,100,5.21
406,Boyle,US,2022-02-10 02:15:20,37.6334,-84.8666,46.27,57,0,5.75
407,Meulaboh,ID,2022-02-10 02:15:20,4.1363,96.1285,75.15,87,100,9.48
408,Seoul,KR,2022-02-10 02:12:34,37.5683,126.9778,42.31,35,3,2.59
409,Camacha,PT,2022-02-10 02:15:20,33.0833,-16.3333,62.02,88,0,6.91
410,Isangel,VU,2022-02-10 02:14:01,-19.55,169.2667,78.06,94,100,38.39
411,Gubkinskiy,RU,2022-02-10 02:15:21,64.434,76.5026,-10.28,89,12,11.3
412,Srednekolymsk,RU,2022-02-10 02:15:21,67.45,153.6833,-32.98,96,61,6.67
413,Acapulco,MX,2022-02-10 02:11:01,16.8634,-99.8901,78.62,69,40,4.61
414,Bassano,CA,2022-02-10 02:15:22,50.7834,-112.4685,45.09,55,99,7.38
415,Te Anau,NZ,2022-02-10 02:15:22,-45.4167,167.7167,74.39,41,0,7.92
416,Imeni Babushkina,RU,2022-02-10 02:15:22,59.7573,43.1285,22.17,95,100,6.98
417,Westport,US,2022-02-10 02:16:23,41.1415,-73.3579,39.97,85,0,1.01
418,Lima,PE,2022-02-10 02:12:22,-12.0432,-77.0282,71.91,80,0,2.3
419,Taoudenni,ML,2022-02-10 02:16:23,22.6783,-3.9836,63.12,22,1,12.01
420,Marshall,US,2022-02-10 02:11:47,34.3834,-86.3333,49.93,56,0,0.0
421,Grand Gaube,MU,2022-02-10 02:13:10,-20.0064,57.6608,73.8,78,88,1.99
422,Cap Malheureux,MU,2022-02-10 02:16:24,-19.9842,57.6142,73.89,77,89,1.01
423,Kieta,PG,2022-02-10 02:16:24,-6.2167,155.6333,85.08,74,40,7.92
424,Iracoubo,GF,2022-02-10 02:16:25,5.4802,-53.2011,76.53,85,20,8.14
425,Vilhena,BR,2022-02-10 02:16:25,-12.7406,-60.1458,67.69,98,100,2.33
426,Winneba,GH,2022-02-10 02:16:25,5.3511,-0.6231,77.74,90,22,4.97
427,Siva,EG,2022-02-10 02:16:26,29.2041,25.5195,49.06,56,4,9.04
428,Novyy Yarychiv,UA,2022-02-10 02:16:26,49.9044,24.3052,40.33,88,99,13.44
429,Talcahuano,CL,2022-02-10 02:16:26,-36.7167,-73.1167,62.28,51,0,8.05
430,Chetumal,MX,2022-02-10 02:14:33,18.5,-88.3,71.42,79,6,6.96
431,Yeppoon,AU,2022-02-10 02:16:27,-23.1333,150.7333,87.58,55,0,11.27
432,Barbate,ES,2022-02-10 02:16:27,36.1924,-5.9219,57.13,81,0,15.9
433,Puerto Leguizamo,CO,2022-02-10 02:16:28,-0.1934,-74.7819,71.15,93,99,1.41
434,Dickinson,US,2022-02-10 02:14:59,29.4608,-95.0513,60.17,75,0,8.05
435,Clearwater,US,2022-02-10 02:11:51,27.9659,-82.8001,55.9,73,0,15.01
436,Evensk,RU,2022-02-10 02:12:17,61.95,159.2333,-4.61,74,74,1.59
437,Nadvoitsy,RU,2022-02-10 02:16:28,63.8667,34.3167,25.18,94,100,8.55
438,Luziania,BR,2022-02-10 02:13:15,-16.2525,-47.9503,71.98,91,100,2.82
439,Pisco,PE,2022-02-10 02:16:29,-13.7,-76.2167,72.01,78,75,3.44
440,Vysokogornyy,RU,2022-02-10 02:16:29,50.1167,139.15,11.03,81,24,2.35
441,Horsham,GB,2022-02-10 02:16:29,51.064,-0.3272,48.7,91,75,5.75
442,Pravia,ES,2022-02-10 02:16:30,43.4906,-6.1508,47.23,76,34,5.75
443,Krasnogorskoye,RU,2022-02-10 02:16:30,52.2953,86.1979,-10.95,100,91,2.01
444,Luanda,AO,2022-02-10 02:16:30,-8.8368,13.2343,77.0,78,75,4.61
445,Isabela,PH,2022-02-10 02:16:31,6.7085,121.9711,84.25,69,48,3.53
446,Praya,CV,2022-02-10 02:16:31,14.9215,-23.5087,73.94,60,0,11.5
447,General Pico,AR,2022-02-10 02:16:31,-35.6566,-63.7568,69.8,56,4,10.11
448,Thinadhoo,MV,2022-02-10 02:16:32,0.5333,72.9333,81.55,73,32,10.4
449,Deputatskiy,RU,2022-02-10 02:13:27,69.3,139.9,-24.92,85,81,6.42
450,Yankton,US,2022-02-10 02:13:41,42.8711,-97.3973,33.12,69,0,6.91
451,Kurilsk,RU,2022-02-10 02:16:32,45.2333,147.8833,24.48,69,100,16.06
452,Constitucion,CL,2022-02-10 02:15:56,-35.3333,-72.4167,58.46,86,2,6.85
453,Susanville,US,2022-02-10 02:16:33,40.4163,-120.653,44.44,55,0,3.44
454,Atar,MR,2022-02-10 02:16:33,20.5169,-13.0499,67.62,12,7,10.29
455,Boyolangu,ID,2022-02-10 02:16:33,-8.1181,111.8935,80.8,75,97,3.53
456,Alta Floresta,BR,2022-02-10 02:16:34,-9.8756,-56.0861,70.63,98,100,1.97
457,Pereslavl-Zalesskiy,RU,2022-02-10 02:16:34,56.7393,38.8563,24.44,95,100,5.14
458,Strathpeffer,GB,2022-02-10 02:16:35,57.588,-4.5382,35.29,92,47,14.32
459,Eldorado,BR,2022-02-10 02:16:35,-23.7869,-54.2836,71.08,64,4,4.07
460,Mogadishu,SO,2022-02-10 02:16:35,2.0371,45.3438,75.7,79,91,19.55
461,Noumea,NC,2022-02-10 02:16:36,-22.2763,166.4572,84.18,99,100,18.54
462,Tura,IN,2022-02-10 02:16:36,25.5198,90.2201,61.27,63,51,1.54
463,Sungaipenuh,ID,2022-02-10 02:17:36,-2.0833,101.3833,69.87,52,95,0.54
464,Baturaja,ID,2022-02-10 02:17:37,-4.1333,104.1667,74.39,91,100,1.12
465,Henties Bay,NA,2022-02-10 02:17:37,-22.116,14.2845,66.85,87,0,5.73
466,Kibara,TZ,2022-02-10 02:17:37,-2.15,33.45,70.25,77,100,14.79
467,Conde,BR,2022-02-10 02:17:38,-7.2597,-34.9075,76.46,83,0,2.3
468,Kalaleh,IR,2022-02-10 02:17:38,37.3807,55.4916,50.36,70,0,0.0
469,Hamilton,US,2022-02-10 02:13:08,39.1834,-84.5333,44.64,64,100,12.66
470,Larsnes,NO,2022-02-10 02:17:38,62.2028,5.5773,37.6,71,100,10.69
471,Tongliao,CN,2022-02-10 02:17:39,43.6125,122.2653,14.56,89,56,3.15
472,Neryungri,RU,2022-02-10 02:17:39,56.6709,124.6491,-20.72,99,99,3.4
473,Lazaro Cardenas,MX,2022-02-10 02:17:39,17.9583,-102.2,74.5,67,0,6.22
474,Hofn,IS,2022-02-10 02:17:40,64.2539,-15.2082,21.18,72,43,17.49
475,Takaka,NZ,2022-02-10 02:17:40,-40.85,172.8,70.97,98,100,8.63
476,Dovolnoye,RU,2022-02-10 02:17:41,54.4958,79.6671,-15.16,95,5,8.03
477,Mareeba,AU,2022-02-10 02:17:41,-17.0,145.4333,87.44,57,86,2.06
478,Arlit,NE,2022-02-10 02:17:41,18.7369,7.3853,64.72,9,0,9.24
479,Hereford,GB,2022-02-10 02:17:42,52.0568,-2.7148,43.83,85,100,7.34
480,Tchaourou,BJ,2022-02-10 02:17:42,8.8865,2.5975,75.87,18,72,0.31
481,Dongsheng,CN,2022-02-10 02:17:42,39.8161,109.9776,22.51,49,89,10.45
482,Tazovskiy,RU,2022-02-10 02:17:42,67.4667,78.7,-2.87,97,46,10.25
483,Leshukonskoye,RU,2022-02-10 02:17:43,64.8989,45.7622,17.91,93,100,9.08
484,Cidreira,BR,2022-02-10 02:17:43,-30.1811,-50.2056,72.28,70,98,14.27
485,Padang,ID,2022-02-10 02:17:43,-0.9492,100.3543,82.45,53,100,0.67
486,Suluq,LY,2022-02-10 02:17:44,31.6682,20.2521,47.59,67,0,7.38
487,Poronaysk,RU,2022-02-10 02:17:44,49.2167,143.1167,19.29,75,41,3.83
488,Mangrol,IN,2022-02-10 02:17:44,21.1167,70.1167,65.37,50,100,14.5
489,Mandalgovi,MN,2022-02-10 02:17:45,45.7625,106.2708,3.25,78,100,6.87
490,Cardston,CA,2022-02-10 02:15:14,49.2,-113.3019,46.49,49,23,18.41
491,Cockburn Town,TC,2022-02-10 02:17:45,21.4612,-71.1419,77.92,74,0,19.64
492,Hongjiang,CN,2022-02-10 02:17:46,27.11,109.9956,40.01,93,100,2.44
493,Chakradharpur,IN,2022-02-10 02:17:46,22.7,85.6333,67.1,64,55,1.43
494,Omachi,JP,2022-02-10 02:17:46,36.5,137.8667,30.42,92,100,1.83
495,Wattegama,LK,2022-02-10 02:17:47,6.7989,81.4808,74.46,76,96,2.84
496,Alugan,PH,2022-02-10 02:17:47,12.2188,125.4808,81.12,72,100,15.01
497,Husavik,IS,2022-02-10 02:17:47,66.0449,-17.3389,10.31,72,71,7.2
498,Atbasar,KZ,2022-02-10 02:17:48,51.8,68.3333,-8.63,100,93,6.62
499,Puerto Ayacucho,VE,2022-02-10 02:17:48,5.6639,-67.6236,76.75,87,97,4.74
500,Dudinka,RU,2022-02-10 02:17:48,69.4058,86.1778,-5.39,98,100,16.06
501,Margate,GB,2022-02-10 02:17:49,51.3813,1.3862,48.96,89,100,1.99
502,Maniitsoq,GL,2022-02-10 02:17:49,65.4167,-52.9,15.91,94,100,9.06
503,Malartic,CA,2022-02-10 02:17:50,48.1335,-78.1328,30.02,93,100,11.03
504,Sheridan,US,2022-02-10 02:15:02,44.8333,-106.9173,42.31,62,40,10.36
505,Plainview,US,2022-02-10 02:17:50,40.7765,-73.4673,40.86,82,0,3.44
506,Healdsburg,US,2022-02-10 02:17:24,38.6105,-122.8692,67.44,60,0,3.44
507,Kutum,SD,2022-02-10 02:17:50,14.2,24.6667,53.69,21,0,6.55
508,Hasaki,JP,2022-02-10 02:17:51,35.7333,140.8333,41.4,81,100,15.86
509,Hibbing,US,2022-02-10 02:17:51,47.4272,-92.9377,17.2,46,100,24.16
510,Yalutorovsk,RU,2022-02-10 02:18:51,56.6536,66.3006,-2.04,97,18,6.87
511,Hailey,US,2022-02-10 02:18:52,43.5196,-114.3153,26.46,80,0,1.99
512,Parrita,CR,2022-02-10 02:18:52,9.5201,-84.3225,82.17,81,22,2.39
513,Itarema,BR,2022-02-10 02:18:52,-2.9248,-39.9167,77.85,77,16,8.28
514,Xuddur,SO,2022-02-10 02:18:53,4.1213,43.8894,65.91,75,89,17.0
515,Yarmouth,US,2022-02-10 02:18:53,41.7057,-70.2286,37.98,84,0,8.05
516,Elat,IL,2022-02-10 02:18:53,29.5581,34.9482,51.64,58,0,9.22
517,Yakeshi,CN,2022-02-10 02:18:54,49.2833,120.7333,-0.78,94,100,4.29
518,San Andres,CO,2022-02-10 02:14:13,12.5847,-81.7006,80.62,74,20,9.22
519,Ayan,RU,2022-02-10 02:18:54,56.45,138.1667,16.07,93,100,9.04
520,Affton,US,2022-02-10 02:18:54,38.5506,-90.3332,44.15,63,0,4.61
521,Koregaon,IN,2022-02-10 02:18:55,18.65,74.0833,61.52,47,67,4.32
522,Vila Velha,BR,2022-02-10 02:18:10,-20.3297,-40.2925,75.15,85,75,6.91
523,Wembley,AU,2022-02-10 02:18:55,-31.9333,115.8,86.68,36,0,14.97
524,Skjervoy,NO,2022-02-10 02:18:56,70.0311,20.9714,29.34,59,96,11.83
525,Kodinsk,RU,2022-02-10 02:18:56,58.6881,99.1844,-22.7,100,66,2.48
526,Porto Novo,BJ,2022-02-10 02:18:56,6.4965,2.6036,82.22,89,2,4.54
527,Erenhot,CN,2022-02-10 02:18:57,43.6475,111.9767,10.83,77,62,8.59
528,Asau,RO,2022-02-10 02:18:57,46.4333,26.4,29.32,89,26,6.89
529,Abnub,EG,2022-02-10 02:18:57,27.2696,31.1511,44.82,61,0,10.16
530,Baruun-Urt,MN,2022-02-10 02:18:58,46.6806,113.2792,3.6,90,100,8.48
531,Aripuana,BR,2022-02-10 02:18:58,-9.1667,-60.6333,72.61,99,98,1.66
532,Hannibal,US,2022-02-10 02:18:58,39.7084,-91.3585,40.82,65,75,8.05
533,Bonavista,CA,2022-02-10 02:18:59,48.6499,-53.1147,36.12,94,100,19.82
534,Bull Savanna,JM,2022-02-10 02:18:59,17.8868,-77.5902,72.81,85,13,4.18
535,Trincomalee,LK,2022-02-10 02:18:59,8.5711,81.2335,78.51,84,100,11.74
536,Anju,KP,2022-02-10 02:19:00,39.6178,125.6647,31.55,51,5,2.64
537,Manjacaze,MZ,2022-02-10 02:19:00,-24.7117,33.8828,68.34,94,0,3.18
538,Puerto Del Rosario,ES,2022-02-10 02:19:00,28.5004,-13.8627,74.88,40,97,4.61
539,Nayoro,JP,2022-02-10 02:19:01,44.3506,142.4578,24.01,86,54,1.74
540,Grande Prairie,CA,2022-02-10 02:19:01,55.1667,-118.8027,46.58,66,75,27.63
541,Imeni Morozova,RU,2022-02-10 02:19:01,59.9757,31.0376,36.01,98,100,11.68
542,Fort Saint James,CA,2022-02-10 02:19:02,54.4333,-124.25,46.15,78,50,13.13
543,Doha,QA,2022-02-10 02:19:02,25.2867,51.5333,58.98,74,0,3.44
544,Lewistown,US,2022-02-10 02:19:03,40.5992,-77.5714,43.57,93,75,0.0
545,Lakes Entrance,AU,2022-02-10 02:19:03,-37.8811,147.981,71.17,68,100,9.51
546,Ostrovnoy,RU,2022-02-10 02:19:03,68.0531,39.5131,23.5,87,100,21.88
547,Lagos,NG,2022-02-10 02:18:56,6.5833,3.75,82.72,95,1,1.54
548,Abilene,US,2022-02-10 02:19:04,32.4487,-99.7331,55.26,33,0,4.61
549,Sayyan,YE,2022-02-10 02:19:04,15.1718,44.3244,49.68,39,0,1.59
550,Ambilobe,MG,2022-02-10 02:19:04,-13.2,49.05,73.87,97,100,1.32
551,Silifke,TR,2022-02-10 02:19:05,36.3778,33.9344,44.02,61,15,16.37
552,Aojiang,CN,2022-02-10 02:19:05,22.9421,116.0359,60.03,75,80,8.79
553,Rawson,AR,2022-02-10 02:19:05,-43.3002,-65.1023,64.53,85,100,8.99
554,Mayor Pablo Lagerenza,PY,2022-02-10 02:19:06,-19.9309,-60.7718,75.58,31,2,3.04
555,Sivaki,RU,2022-02-10 02:19:06,52.6333,126.75,4.26,82,91,5.17
556,Shitanjing,CN,2022-02-10 02:19:06,39.2342,106.3439,21.45,51,100,4.07
557,Sorland,NO,2022-02-10 02:20:07,67.667,12.6934,40.98,73,100,27.25
558,Taltal,CL,2022-02-10 02:20:07,-25.4,-70.4833,65.25,80,0,2.39
559,Tolmezzo,IT,2022-02-10 02:20:08,46.4075,13.0175,39.22,82,11,3.06
560,Kasongo-Lunda,CD,2022-02-10 02:20:08,-6.4667,16.8167,68.9,92,73,0.74
561,Ihtiman,BG,2022-02-10 02:20:08,42.4333,23.8167,29.39,75,6,4.27
562,San-Pedro,CI,2022-02-10 02:20:09,4.7485,-6.6363,77.65,92,6,3.56
563,Okha,RU,2022-02-10 02:20:09,53.5739,142.9478,16.86,94,100,12.77
564,Kathmandu,NP,2022-02-10 02:20:09,27.7167,85.3167,44.82,93,20,2.3
565,Yumen,CN,2022-02-10 02:20:10,40.2833,97.2,22.64,43,100,10.65
566,Yerbogachen,RU,2022-02-10 02:20:10,61.2767,108.0108,-21.26,97,94,4.14
567,Sakakah,SA,2022-02-10 02:20:10,29.9697,40.2064,53.17,61,0,13.35
568,Ankara,TR,2022-02-10 02:19:24,39.9199,32.8543,33.35,64,0,8.05
569,Rosetta,EG,2022-02-10 02:20:11,31.4044,30.4164,46.22,56,100,26.15
570,Baixa Grande,BR,2022-02-10 02:20:11,-11.9597,-40.1681,73.69,84,51,5.28
571,Aasiaat,GL,2022-02-10 02:20:12,68.7098,-52.8699,-4.72,97,100,18.68
572,Kirkenaer,NO,2022-02-10 02:20:12,60.4564,12.0582,35.46,58,0,15.21
573,Tahlequah,US,2022-02-10 02:20:12,35.9154,-94.97,51.4,60,0,0.0
574,Urusha,RU,2022-02-10 02:20:13,54.05,122.9,1.62,75,96,1.63
575,Zyryanka,RU,2022-02-10 02:20:13,65.75,150.85,-27.2,89,68,4.59
576,Ponferrada,ES,2022-02-10 02:20:13,42.5466,-6.5962,50.11,50,70,2.08
577,Batagay-Alyta,RU,2022-02-10 02:20:14,67.8006,130.4114,-23.64,89,51,4.09
578,Catalina,US,2022-02-10 02:20:14,32.5056,-110.9211,66.51,21,0,5.73
579,Peniche,PT,2022-02-10 02:20:15,39.3558,-9.3811,55.45,87,51,6.06
580,Libenge,CD,2022-02-10 02:20:15,3.65,18.6333,71.01,29,70,3.04
581,Belmonte,BR,2022-02-10 02:20:15,-15.8631,-38.8828,79.3,86,0,6.91
582,Naze,JP,2022-02-10 02:18:57,28.3667,129.4833,59.92,79,97,13.96
